content,score,sentiment
"setelah update terakhir aku cek lagi, checkout gampang kalau berhasil, masalahnya sering nggak berhasil. voucher tiba-tiba hilang, aku jadi ragu pake lagi. Masalahnya kerasa pas handlle daily hoodie fleece. Di inbox pembeli, filter ukuran produk error. Setelah dicoba 15 order, seller kecil jadi ikut nanggung risiko. Device: Poco X5, jaringan Telkomsel.",1,negative
"sebagai affiliate pemula, buat jualan skincare, iklan kebanyakan muncul. produk mic clip on jadi susah diproses, tolong dibenerin dulu sebelum nambah fitur. #creator via hotspot teman Masalahnya kerasa pas handle eceran kipas portable. Setelah dicoba 350 view, ini bukan masalah kosmetik doang. masuk akal",1,negative
"Aku install lagi kemarin, tombol promosinya gampang ditemukan, format konten pendek lebih cepat jadi, nggak bikin mikir lama. Cocok juga buat handle ready-stock mic clip-on. Di riwayat transaksi, link produk tetap nempel di video.",4,positive
"sebagai kurir yang cek order, di Jember, observasi pribadi: gw pakai hampir tiap hari. Awalnya aku ragu buat promosi thrift shop, tapi fitur balas komentar pakai video enak. ini salah satu update yang benar... Cocok juga buat handle bundling dompet kartu.",3,positive
"dibanding versi sebelumnya ini lebih stabil, duet dan stitch jalan mulus, ini salah satu update yang benar... Cocok juga buat handle lokal skincare pouch. Di komentar live, kupon toko otomatis terpasang. #draftselamat",5,positive
"di Pancoran, habis login ulang, harga promo kadang berubah, tapi checkout tetap aman, duet dan stitch jalan mulus. pengalaman pakainya lebih santai.",4,positive
"Pas mobile data dipakai, stitch sering nggak sinkron, support-nya kurang menolong aku tunggu update perbaikan? bjir (vivo Y21, Android 10) via Biznet Di pencarian hashtag, varian warna balik sendiri. Device: Poco M4 Pro, jaringan Tri.",2,negative
"setelah update terakhir aku cek lagi, template editornya gampang dipakai, feelnya clean. aku kasih nilai segini dulu! (realme C55, Android 14) via 5G Di shipping tracker, kode referral tidak hilang. Setelah dicoba 2 draft, akhirnya terasa seperti fitur yang selesai. #sellerkecil",4,positive
"sebagai pengelola katalog kecil, di Cikarang, pas lagi bikin konten tugas, notifikasi kadang dobel, tapi order tetap masuk, rekomendasi feed lebih nyambung. buat kebutuhan harian ini udah nyaman. Di editor video, iklan toko lebih mudah dipause.",5,positive
"pas lagi bikin konten tugas, iklan masih ada, tapi nggak terlalu agresif, upload video lebih stabil. pengalaman belanja jadi lebih enak? (Redmi 12C, iOS 17) di Pontianak Cocok juga buat handle eceran sticker pack. Di halaman refund, filter ukuran produk lebih enak. Device: vivo Y36, jaringan Biznet.",4,positive
"di mode hemat baterai, saldo promosi nggak keupdate, tolong dibenerin dulu sebelum nambah fitur masalahnya terlalu sering muncul!!.. enak juga",2,negative
"aku install lagi kemarin, feed isinya nggak relevan, terlalu riskan buat order penting capek report berkali-kali. Masalahnya kerasa pas handle preloved adapter hdmi. Di komentar live, insight penonton telat sehari. Setelah dicoba 1.2k view, fitur pentingnya kalah sama animasi.",4,negative
"bwt buat konten affiliate, voucher akhirnya kebaca. rice cooker mini lebih gampang dikelola, aku lumayan puas... cc admin Setelah dicoba 600 MB cache, aku nggak perlu tanya-tanya lagi. Device: Redmi 13C, jaringan Smartfren. #reviewbaik",5,positive
"di Cikupa, adik gue sering buka app ini, kontennya banyak, tapi rekomendasinya makin jauh. moderasi komentar aneh, ini bikin workflow jadi kacau. Di kolom komentar, preview ongkir beda saat bayar. Device: Infinix Note 30, jaringan hotspot teman. fix kepakai",1,negative
"di mode hemat baterai, mode dark-nya nyaman, template keranjang lebih simpel, cukup aman buat dipakai rutin. via 5G Cocok juga buat handle basic helm anak. Di pusat bantuan, link produk tetap nempel di video. Setelah dicoba jam 11 malam, kerasa dipikirin flow-nya. Device: Redmi Note 8, jaringan 4G. #orderaman",5,positive
"di Kalideres, kl buat scroll santai, export video nggak pecah, cukup reliable buat kerja ringan di perangkatku hasilnya begitu. Cocok juga buat handle mini kacamata baca. Di tab Shop, insight penonton dibagi per jam. Setelah dicoba 14 produk, cukup ramah buat hp pas-pasan.",3,positive
"habis login ulang, harga promo kadang berubah, tapi checkout tetap aman, login nggak ribet. buat kebutuhan harian ini sudah nyaman. #tiktokshop via Teklomsel Di order detail, stok sisa langsung sinkron.",3,positive
"sebagai orang yang sering pakai voucher, pengalaman singkat: tiap habis upload video. Aku cuma mau follow kreator edukasi, tapi checkout muter terus. rasanya seperti dipaksa jadi beta tester. (Asus Zenfone, Android 14) #voucherzonk",1,negative
"gue coba selama seminggu, live sering patah-patah, feelnya not reliable. capek report berkali-kali... #update Masalahnya kerasa pas handle eceran ssd eksternal.",2,negative
"di Bintaro, aku bandingin sama minggu lalu, support ramah, tapi jawabannya nggak menyelesaikan masalah. cache numpuk cepat bangett, buat jualan malah bikin panik. #bugreport Di pencarian hashtag, kode referral invalid mendadak.",1,negative
"sebagai kurir yang cek order, laporan user: buat jualan kecil-kecilan aku pakai. Awalnya aku ragu buat jualan hijab, tapi fitur jadwal posting kepakai. workflow konten jadi lebih cepat... Cocok juga buat handle rumahan hair tonic.",4,positive
"kalau dipakai pas jam ramai, keranjang belanjaresponsif, ini update yang kerasa manfaatnya aku kasih nilai segini dulu? (iPad lama, iOS 15) #checkoutcepat",4,positive
"wah stabil sekali, lima menit langsung crash, feed isinya nggak relevan. belum layak disebut stabil!! Masalahnya kerasa pas handle rumahan sling bag. Di seller center, arsip chat susah dicari.",2,negative
"buat lihat live diskon, pesanan gagal kebaca. produk tripod mini jadi susah diproses, belum layak disebut stabil... (vivo Y21, iOS 16) Masalahnya kerasa pas handle grosir totebag kanvas. Di halaman draft, kupon toko gagal terpasang. Setelah dicoba 20 menit, ini bukan masalah kosmettik doang.",2,negative
"pas mobile data dipakai, notifikasi kadang dobel, tapi order tetap masuk, checkout terasa lebih singkat. aku bisa rekomendasiin ke temen? #promo Cocok juga buat handle COD lip tint. Di tab Shop, angka klik produk muncul jelas. Setelah dicoba 12 menit, rasanya lebih dekat ke kebutuhan seller kecil.",5,positive
"bwt jualan kecil-kecilan aku pake, refund statusnya nggak jelas, feelnya annoying. di hpku kejadian terus. #bugreport Masalahnya kerasa pas handle travel hijab voal. Di seller center, audio mundur setelah export. Setelah dicoba 27 persen baterai, terlalu banyak tap buat hal sederhana.",2,negative
"feedback kecil: buat konnten random sore-sore. Aku cuma mau bikin konten musik, tapi voucher tiba-tiba hilang. tolong dibenerin dulu sebelum nambah fitur. #bugreport Masalahnya kerasa pas handle anti ribet lanyard kampus. Di komentar live, laporan retur gagal diunduh. Device: Samsung A14, jaringan Indihome.",1,negative
"sebagai seller hijab rumahan, review santai: adik gue sering buka app ini. Aku cuma mau buat konten affiliate, tapi keranjang belanja sering kosong sendiri. kelihatan belum dites serius. Masalahnya kerasa pas handle rumahan hair tonic. Di pusat bantuan, kupon toko gagal terpasang. Setelah dicoba 2 kali, ini bukan masalah kosmetik doang. Device: vivo Y22, jaringan 4G. capee",1,negative
"sebagai kreator edukasi kecil, Kesan pertama: kl dipakai pas jam ramai. Awalnya aku ragu buat follow kreator edukasi, tapi voucher akhirnya kebaca. pengalaman pakainya lebih santai... Di komentar live, jadwal posting tidak lompat tanggal. Setelah dicoba 27 persen baterai, nggak perlu buka browser tambahan. Device: Redmi Note 8, jaringan Smartfren. cape",4,positive
"sebagai pembeli barang murah, luar biasa, support jawabnya copy paste semua, saldo promosi nggak keupdate. problemnya muncul terus meski sudah update... #creator Masalahnya kerasa pas handle anti ribet tablet bekas. Di fitur search, angka klik produk kosong. Setelah dicoba 1.1 GB cache, rasanya kayak tambal sulam.",1,negative
"di Buahbatu, aku bandingin sama minggu lalu, fitur live seller membantu, aku bisa rekomendasiin ke temen masih bisa ditingkatkan. cc admin Cocok juga buat handle limited tablet bekas. Setelah dicoba 27 persen baterai, flow-nya nyambung dari awal sampai akhir. Device: Infinix Zero 5G, jaringan Telkomsel.",4,positive
"sebagai admin toko kecil, setelah update terakhir aku cek lagi, refund statusnya nggak jelas, lebih banyak ganggu daripada bantu mohon dicek serius. (iPad lama, iOS 17) via Telkomsel #checkoutmacet fix kepakai",2,negative
"di Banyumanik, pengalaman singkat: aku install lagi kemarin. Awalnya aku ragu buat jualan aksesoris hp, tapi filter komentar gampang diatur. nggak bikin mikir lama. (Poco M4 Pro, Android 14) via Indihome Di order detail, link produk tetap nempel di video.",4,positive
"di Kalideres, dari minggu lalu belum ada perbaikan, checkout muter terus, nggak bisa diandalkan pas butuh cepat. #reviewjujur Masalahnya kerasa pas handle budget hijab voal. Device: Infinix Zero 5G, jaringan Smartfren.",1,negative
"sebagai pengelola katalog kecil, di Pontianak Kota, buat jualan kecil-kecilan aku pakai, fitur jadwal posting kepakai, pengalaman belanja jadi lebih enak aku kasih nilai segini dulu. Cocok juga buat handle custom cat air. Di halaman laporan, link produk tetap nempel di video. Setelah dicoba 28 order, nggak bikin deg-degan pas dipakai. Device: Redmi Note 8, jaringan Indosat.",3,positive
"sebagai content creator baru, di Pontianak Kota, review santai: pas lagi nunggu bus aku buka. Awalnya aku ragu buat lihat traffic toko, tapi fitur simpan favorit praktis. buat seller kecil ini ngebantu? Di halaman refund, insight penonton dibagi per jam.",5,positive
"bagus banget ya, checkout aja sampai tiga kali gagal, stitch sering nggak sinkron. terlalu riskan buat order penting.",1,negative
"sebagai pemilik thrift shop, di jaringan wifi rumah, live-nya ramai, tapi kualitas streamingnya bikin pusing. halaman seller center berat, pengalaman pakainya turun jauh. Masalahnya kerasa pas handle stok akhir hair tonic. Di fitur stitch, angka klik produk kosong. Setelah dicoba 5 menit, seller kecil jadi ikut nanggung risiko. aman jaya",1,negative
"aku install lagi kemarin, duet dan stitch jalan mulus, aku lumayan puas semoga konsisten? sih Cocok juga buat handle basic kipas portable. Device: realme Narzo 50, jaringan Indihome.",4,positive
"sebagai reseller skincare lokal, di Cibodas, buat lihat live diskon, upload video lebih stabil. kabel charger lebih gampang dikelola, buat seller kecil ini ngebantu... via 5G Cocok juga buat handle clearance kaos polos. Setelh dicoba 350 view, kerasa dipikirin flow-nya. #fiturkepakai",5,positive
"di Sentul, di mode hemat baterai, upload video lebih stabil, pesanan repeat gampang dicari, hasilnya konsisten di hpku? #livestream lah versi v33.2.0 Di halaman checkout, angka klik produk muncul jelas. Device: Redmi Note 10, jaringan 5G.",5,positive
"sebagai orang yang cuma scroll malam, versi lama justrulebih nyaman, notifikasi telat masuk, buat jaulan malah bikin panik? #draftilang ribet amat",3,negative
"review santai: adik gue sering buka app ini. Aku cuma mau upload konten kampus, tapi algoritma rekomendasi terasa random. rasanya performa makin berat. #livestream di Manado Masalahnya kerasa pas hnadle lokal mic clip-on. Di dashboard campaign, preview ongkir beda saat bayar.",1,negative
"buat cari review barang, fitur balas komentar pakai video enak, arsip live mudah dibuka, aku bisa rekomendasiin ke temen... Cocok juga buat handle clearance kertas foto. Di pencarian hashtag, thumbnail tersimpan tanpa pecah. Setelah dicoba jam 6 pagi, nggak perlu buka browser tambahan. #promolancar",5,positive
"buat jualan kecil-kecilan aku pakai, notifikasi kadang dobel, tapi order tetap masuk, voucher akhirnya kebaca. aku lumayan puas. #checkout Di for you page, filter ukuran produk lebih enak.",5,positive
"sebagai pemilik thrift shop, di Cimone, buat jualan aksesoris hp, checkout terasa lebih singkat. case hp lebih gampang dikelola, pengalaman pakainya lebih santai. versi v30.0.2 Cocok juga buat handle mini sepatu sekolah. Setelah dicoba 14 produk, aku nggak perlu tanya-tanya lagi. auto panik",4,positive
"sebagai pemilik akun toko keluarga, kesan pertama: setelah reinstall aplikasi. Aku cuma mau liat live diskon, tapi draft video kadang lenyap. belum layak disebut stabil. btw cc admin Device: Redmi 9A, jaringan wifi kos. #paketnyangkut",2,negative
"sebagai pengelola katalog kecil, di Antapani, dibanding app sebelah ini terasa berat, login minta verifikasi berulang, cukup ganggu buat pemakaian harian. Di riwayat transaksi, varian warna balik sendiri. #uploadgagal",2,negative
"di Kuta, di hp lama masih aku tes, mode dark-nya nyaman, overall cukup worth it kalau stabil terus bakal jadi favorit!! di Solo cc moderator Cocok juga buat handle warna pastel sepatu sekolah. Di kolom komentar, iklan toko lebih mudah dipause. #reviewbaik",4,positive
"pas checkout barang murah, live-nya ramai, tapi kualitas streamingnya bikin pusing. aplikasi sering force close, tolong dibenerin dulu sebelum nambah fitur! via wifi kos Di filter spam, thumbnail berubah jadi abu-abu. Device: Asus Zenfone, jaringan Telkomsel.",1,negative
"kesan pertama: buat lihat live seller lokal. Aku cuma mau jualan hijab, tapi upload berhhenti di tengah. tolong dibenerin dulu sebelum nambah fitur? Di halaman refund, filter ukuran produk error. Setelah dicoba 600 MB cache, seller kecil jadi ikut nanggung risiko.",1,negative
"sebagai pengelola katalog kecil, pas sinyal agak jelek aku tetap coba, fiturnya belum sempurna, tapi arahnya jelas, tombol promosinya gampang ditemukan. workflow konten jadi lebih cepat. asli Cocok juga buat handle clearance parfum roll-on. Device: vivo Y36, jaringan Telkomsel. #draftselamat",5,positive
"dari minggu lalu progresnya kelihatan, mode dark-nya nyaman, pengalaman belanja jadi lebih enak. Device: Tecno Pova, jaringan XL. #orderaman nggak ngide",5,positive
"feedback kecil: gue coba selama seminggu. Aku cuma mau promosi thrift shop, tapi komentar gagal terkirim. nggak bisa diandalkan pas butuh cepat! di Makassar Setelah dicoba 2 kali, errornya tidak menjelaskan apa-apa. Device: realme C55, jaringan Telkomsel. #draftilang",1,negative
"pas mobile data dipakai, notifikasi order masuk cepat, pesanan repeat gampang dicari, pengalaman belanja jadi lebih enak! serius Cocok juga buat handle daily dompet kartu. Setelah dicoba 12 menit, lebih sedikit klik daripada sebelumnya. Device: iPhone 15, jaringan Smartfren.",4,positive
"di Pekanbaru Kota, di hp lama masih aku tes, akun mendadak kena limit, feelnya messy. sayang banget padahal potensinya ada. Setelah dicoba 2 draft, susah percaya kalau order lagi ramai.",2,negative
